Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
B,5.333,24.020,0.231,63.6,136,0.072,0.100,0.020,-100,119.4,46.8,0,0,0,92,121.2,4010,65.4,23.02,3070,0.88,728.4,1.398,-3.6,8.6,0.046,120,46,146.2,6.52,5.36,1.5
B,5.320,23.953,0.327,63.6,136.4,0.196,0.140,0.040,-100,120.6,46.2,0,0,0,96,120.8,4012,65.2,17.42,2788,0.9,735.4,1.448,-3.6,8.54,0.086,120,46,146.6,6.52,5.34,1.54
B,5.340,24.000,0.263,62.4,134.8,0.024,0.100,0.040,-100,122,45.6,0,0,0,92,121,4010,65.2,16.74,2764,0.92,728.4,1.498,-3.8,8.58,0.066,120,46,145.8,6.52,5.34,1.54
B,5.227,23.653,0.118,64.2,139.6,0.078,0.320,0.020,-100,118.2,46.8,0,0,0,100,121.2,4010,65.4,17.66,3008,0.88,733,1.398,-3.8,8.58,0.1,120,46,146,6.56,5.36,1.52
B,5.253,23.953,0.273,69.8,146.8,0.036,0.200,0.080,-100,128.2,48.6,0,0,0,134,121.4,1010,70.8,15.6,32,0.86,0,1.35,-4.4,8.78,0,120,46,147.4,6.46,5.38,1.42
B,5.327,24.047,0.253,68.6,142.6,0.204,0.080,0.020,-100,126,46.4,0,0,0,100,120.6,4012,65.6,20.4,3228,0.9,743,1.448,-4.6,8.84,0.086,120,46,147.4,6.52,5.34,1.46
B,5.353,24.000,0.297,68.4,142,0.056,0.100,0.020,-100,116.8,46.2,0,0,0,94,120.4,4012,65.6,20.92,3058,0.94,737.6,1.548,-4.6,8.28,0.066,120,46,147,6.52,5.36,1.48
B,5.313,24.080,0.340,69.2,144.4,0,0.300,0.060,-100,119,45.8,0,0,0,92,119,4010,65.4,19.6,2896,0.92,736.4,1.498,-4.6,8.3,0.078,120,46,147,6.52,5.32,1.48
B,5.340,23.940,0.350,65.6,138,0.126,0.280,0.060,-100,119.6,46,0,0,0,94,119,4010,66,18.8,2942,0.96,731.4,1.596,-4.8,8.32,0.07,120,46,147,6.52,5.34,1.48
B,5.307,23.907,0.299,68.2,142.6,0.088,0.060,0.020,-100,123.4,46.4,0,0,0,92,120.2,4010,66,16.42,3162,0.92,735,1.496,-4.8,8.32,0.054,120,46,146.8,6.52,5.34,1.48
B,5.260,23.920,0.309,65,139.2,0.08,0.040,0.100,-100,113,46.8,0,0,0,98,116,4012,65.4,16.04,3002,0.92,747.4,1.498,-4.8,8.5,0.066,120,46,146.8,6.54,5.26,1.46
B,5.367,24.073,0.243,69.6,143.2,0.072,0.020,0.020,-100,116,46.4,0,0,0,94,119.6,4012,65.2,20.26,2990,0.92,733.8,1.498,-4.8,8.48,0.022,120,46,146.2,6.54,5.26,1.46
B,5.360,24.100,0.243,65.4,140.4,0.018,0.100,0.180,-100,118.6,45.8,0,0,0,98,120,4012,65.4,22.52,3074,0.94,708.8,1.548,-4.8,8.46,0.066,120,46,143,6.54,5.28,1.48
B,5.140,23.873,0.192,62.4,142.2,0.04,0.260,0.000,-100,124.4,46.6,0,0,0,92,120,4014,66.4,20.4,2996,0.92,733.8,1.496,-4.8,8.44,0.096,120,46,142,6.54,5.32,1.44
B,5.327,23.920,0.399,66.4,139.8,0.00800000000000001,0.120,0.060,-100,115.2,45.6,0,0,0,88,119.8,3998,66.6,23.8,2974,0.92,728.8,1.496,-4.6,8.42,0.056,120,46,141.8,6.54,5.32,1.44
B,5.240,23.973,0.365,63,140,0.092,0.100,0.220,-100,114,46.2,0,0,0,94,121,4014,66,23.62,3034,0.92,733.2,1.496,-4.6,8.42,0.066,120,46,141.8,6.54,5.28,1.46
B,5.247,24.020,0.299,65.8,141.6,0.07,0.320,0.200,-100,120.4,46.4,0,0,0,100,120.6,4014,65.4,16.74,3114,0.88,725,1.398,-4.4,8.36,0.25,120,46,142,6.54,5.32,1.44
C,5.307,0.000,0.000,69.6,144.6,0.1,0.260,0.020,-100,117.2,46.2,0,0,0,104,120.8,4030,69.2,19.16,3110,0.96,732.6,1.598,-4.2,8.34,0.064,120,46,142.6,6.64,5.34,1.66
C,5.300,23.973,0.303,69.6,145.2,0.04,0.020,0.040,-100,116.2,46.4,0,0,0,102,120.2,4014,69.2,19.02,3076,0.96,732.6,1.598,-4.2,8.22,0.062,120,46,142.6,6.62,5.34,1.66
C,5.300,24.093,0.292,67.8,141.6,0.08,0.300,0.040,-100,119.6,45.6,0,0,0,100,120,4012,67.8,17.66,2974,0.98,738.2,1.648,-4.2,8.16,0.062,120,46,142.4,6.64,5.32,1.64
C,5.320,24.080,0.299,63.6,136.4,0.092,0.160,0.000,-100,117.8,46.4,0,0,0,96,119.8,4012,67.6,22.58,3030,0.96,733.4,1.598,-4.2,8.14,0.04,120,46,142.6,6.62,5.18,1.6
C,5.327,23.993,0.325,67.6,141.4,0.074,0.140,0.140,-100,122.4,46.4,0,0,0,104,119.8,4016,67.4,23.5,2964,0.92,730.8,1.498,-4.2,8.12,0.064,120,46,142.2,6.64,5.34,1.5
C,5.313,23.893,0.287,63.2,136.2,0.088,0.400,0.040,-100,115.8,45.6,0,0,0,112,119.4,4014,71.2,18.74,3010,0.86,715.6,1.35,-4.2,8.08,0.094,120,46,142.6,6.62,5.32,1.48
C,5.307,23.947,0.283,68.2,142.4,0.048,0.240,0.080,-100,116.6,46,0,0,0,112,119.8,4016,70.4,19.24,2964,0.9,730.8,1.45,-4.2,8.08,0.062,120,46,142.2,6.62,5.34,1.5
C,5.247,23.953,0.313,63.2,137.4,0.00600000000000001,0.100,0.020,-100,116.6,46.2,0,0,0,94,119.4,4012,68.6,20.46,3008,0.9,735,1.448,-4.4,8.14,0.032,120,46,142,6.62,5.24,1.44
C,5.300,23.980,0.301,63.8,138,0.026,0.160,0.060,-100,117.4,46,0,0,0,94,119.8,4012,67,19.34,3080,0.92,729.8,1.496,-4.4,8.1,0.046,120,46,142.2,6.62,5.28,1.48
C,5.307,24.027,0.291,66,140.4,0.032,0.240,0.080,-100,117.4,45.8,0,0,0,92,122.2,4014,67.2,18.56,3040,0.94,735.4,1.548,-4.4,8.5,0.046,120,46,142.6,6.62,5.26,1.48
C,5.313,24.027,0.301,63.4,137,0.03,0.300,0.080,-100,115,46.2,0,0,0,128,118.4,3474,68,16.44,3042,0.88,603.4,1.398,-4.6,8.58,0.046,120,46,142.2,6.64,5.34,1.46
C,5.313,23.920,0.270,64.6,138.4,0.036,0.260,0.080,-100,117,45.6,0,0,0,96,120,4014,67.8,17.28,3030,0.92,741,1.498,-4.6,8.56,0.064,120,46,142.4,6.64,5.3,1.46
C,5.320,23.887,0.292,67.8,142.4,0.12,0.080,0.100,-100,110.6,46,0,0,0,116,120.2,4016,67.8,23.74,2988,0.92,731,1.498,-4.6,8.56,0.03,120,46,142,6.64,5.38,1.44
C,5.167,24.067,0.263,67.8,142.4,0.122,0.300,0.000,-100,115,46.4,0,0,0,96,119.6,4014,65.2,13.84,3090,0.92,719.4,1.498,-4.6,8.56,0.188,120,46,142.2,6.54,5.22,1.4
0,5.333,24.133,0.251,62,134.4,0.106,0.400,0.080,-100,116.2,45.6,0,0,0,80,120,4024,66.6,22.66,2942,1.02,737.6,1.746,-4.8,8.54,0.08,120,46,142,6.52,5.28,1.6
0,5.327,24.000,0.267,62.4,134.4,0.1,0.360,0.020,-100,116.4,46.2,0,0,0,76,111.2,4014,66.6,19.98,3066,1.04,750,1.796,-4.8,8.56,0.022,120,46,142.8,6.54,5.28,1.6
D,5.540,23.987,0.268,67.8,136.8,0.05,0.160,0.000,-100,115.6,46.2,0,0,0,82,119.6,4020,65.6,16.72,3002,1.72,734,3.49,-4.8,8.64,0.066,120,46,142.2,7.74,5.54,3.26
D,5.527,24.080,0.270,68.2,135.8,0.198,0.500,0.120,-100,117.8,45.6,0,0,0,78,120.6,4012,66.2,17.58,3080,1.72,726,3.49,-4.8,8.6,0.048,120,46,142.4,7.7,5.5,3.3
D,5.467,23.993,0.229,71.4,143,0.072,0.120,0.020,-100,114.8,46,0,0,0,74,119.4,4012,66.2,17.1,3068,1.7,733.8,3.44,-4.8,8.6,0.064,120,46,142.6,7.7,5.5,3.3
D,5.453,23.980,0.257,70.8,143.4,0.058,0.360,0.060,-100,116.4,45.8,0,0,0,80,121.8,3904,67.8,19.04,2948,1.66,714.6,3.342,-4.6,8.4,0.07,120,46,142.2,7.7,5.5,3.3
D,5.453,24.007,0.239,73.2,145,0.166,0.200,0.040,-100,113.2,46.4,0,0,0,78,122.2,3988,67,21.34,3102,1.72,717.4,3.49,-4.4,8.38,0.046,120,46,142.4,7.7,5.52,3.3
D,5.413,23.987,0.263,69.4,141.4,0.074,0.020,0.060,-100,116.6,46,0,0,0,80,120.2,3998,65.6,22.22,2968,1.7,732.2,3.44,-4.2,8.36,0.048,120,46,142.4,7.72,5.5,3.3
D,5.433,23.940,0.257,68.2,139.8,0.106,0.160,0.040,-100,119.2,46.4,0,0,0,78,119.6,4002,66,20.56,3138,1.68,731,3.39,-4.2,8.36,0.03,120,46,142.6,7.72,5.5,3.26
B,5.307,23.920,0.321,64,137.4,0.00600000000000001,0.100,0.020,-100,113.4,46.4,0,0,0,100,122.6,4000,66,17.9,3008,0.86,723.6,1.348,-4,8.4,0.084,120,46,142.6,6.52,5.36,1.4
B,5.307,23.993,0.241,64.6,138,0.164,0.500,0.100,-100,116.6,46.4,0,0,0,96,120,3996,66.4,19.8,2960,0.9,731.4,1.448,-4.2,8.4,0.136,120,46,142.2,6.5,5.32,1.4
B,5.300,24.060,0.265,68.4,142.6,0.096,0.140,0.040,-100,116.8,46.6,0,0,0,94,120,3998,66.4,21.24,3054,0.9,731.2,1.448,-4.2,8.4,0.154,120,46,142,6.5,5.32,1.4
B,5.293,23.960,0.302,64.8,138.2,0.088,0.160,0.020,-100,115.2,46,0,0,0,94,120,4004,65.6,20.24,3066,0.88,735.2,1.398,-4.2,8.42,0.154,120,46,142,6.52,5.36,1.4
B,5.373,24.033,0.236,64.8,136.2,0.136,0.120,0.060,-100,119,45.8,0,0,0,96,119.2,3998,65.2,23.72,2860,0.9,729.8,1.448,-4.2,8.4,0.066,120,46,142.2,6.52,5.34,1.4
B,5.340,23.853,0.337,65.4,139.2,0.13,0.040,0.060,-100,111.2,46.4,0,0,0,94,121,3996,65.2,16.74,3038,0.9,726.2,1.448,-4.4,8.4,0.084,120,46,142.4,6.5,5.34,1.42
B,5.327,23.920,0.267,65.2,139,0.072,0.200,0.040,-100,116.4,45.8,0,0,0,96,120,3998,65.6,19.84,3030,0.9,730.8,1.448,-4.4,8.4,0.066,120,46,142.4,6.52,5.3,1.42
B,5.287,23.987,0.244,67.8,142.8,0.012,0.120,0.020,-100,120.8,46.4,0,0,0,94,120.6,3994,65.8,16.64,3142,0.9,728.8,1.448,-4.4,8.4,0.048,120,46,142.2,6.52,5.3,1.44
B,5.340,23.920,0.289,66,139,0.078,0.140,0.040,-100,117,46.4,0,0,0,96,119.4,3992,66,16.68,3090,0.92,732.6,1.496,-4.6,8.4,0.048,120,46,142.6,6.54,5.34,1.44
B,5.367,24.040,0.269,64.4,137,0.08,0.200,0.060,-100,114.8,46.8,0,0,0,96,116.6,3466,66,15.22,3228,0.9,626.8,1.448,-4.6,8.44,0.042,120,46,142.2,6.54,5.34,1.44
B,5.307,23.760,0.338,67.8,141.6,0.188,0.160,0.040,-100,115.6,46.4,0,0,0,98,120.4,3996,65.2,23.78,3090,0.92,718.4,1.498,-4.6,8.4,0.106,120,46,142.6,6.52,5.34,1.38
B,5.380,24.107,0.226,70,142.6,0.116,0.200,0.040,-100,115.4,46.4,0,0,0,106,120.2,3998,65.8,16.76,3044,1.58,727.6,3.142,-4.8,8.22,0.158,120,46,142.6,7.12,5.5,3.12
A,5.420,24.013,0.253,62.8,132.6,0.222,0.460,0.060,-100,117.8,45.8,0,0,0,102,120,4002,65.4,19.16,2928,1.6,729.6,3.192,-4.8,8.24,0.158,120,46,142,7.12,5.42,3.12
A,5.367,24.007,0.246,71.2,144.8,0.014,0.060,0.020,-100,114.2,46.2,0,0,0,100,119.6,3996,65.4,23.36,3054,1.62,732.6,3.24,-4.6,8.2,0.14,120,46,142.4,7.12,5.42,3.12
B,5.213,23.880,0.319,66,143.8,0.038,0.140,0.220,-100,115.4,46.2,0,0,0,96,119.8,4006,66,16.26,3112,0.92,718.4,1.496,-4.6,8.3,0.262,120,46,142,6.52,5.36,1.42
B,5.320,23.980,0.317,71.4,146.2,0.094,0.180,0.040,-100,117.2,46,0,0,0,92,119.2,3996,66,17.3,3068,0.92,733.8,1.496,-4.4,8.32,0.26,120,46,141.6,6.52,5.4,1.42
B,5.193,23.873,0.345,67.4,147.6,0.106,0.380,0.000,-100,115.4,46,0,0,0,100,119,4000,66.6,20.46,2942,0.92,743.2,1.496,-4.4,8.32,0.238,120,46,141.6,6.52,5.4,1.42
B,5.287,24.053,0.272,67.2,141.2,0.148,0.400,0.080,-100,112.4,46,0,0,0,96,120.4,4002,65,23.28,3082,0.92,732.2,1.498,-4.2,8.28,0.14,120,46,141.8,6.52,5.36,1.46
D,5.550,23.813,0.000,0,142,0.02,0.360,0.020,-100,117,46.4,0,0,0,74,112,4002,67.6,22.04,3006,1.68,762.8,3.392,-4,8.4,0.046,120,46,141.8,7.74,5.56,3.24
D,5.493,23.873,0.262,70.4,141,0.112,0.080,0.020,-100,115.8,46.4,0,0,0,76,121.2,3998,67.4,21.66,3074,1.66,730.2,3.342,-4,8.3,0.03,120,46,142.4,7.74,5.64,3.26
D,5.500,23.820,0.276,70.4,141,0.088,0.000,0.080,-100,114,46.4,0,0,0,78,116.8,4012,66,23.3,3002,1.64,758.6,3.29,-3.8,8.34,0.024,120,46,142.6,7.76,5.66,3.2
D,5.507,23.940,0.281,69.8,139.2,0.124,0.200,0.100,-100,120,46.6,0,0,0,76,119.2,3996,65.8,23.58,3068,1.62,722.4,3.242,-3.8,8.36,0.08,120,46,142,7.76,5.64,3.18
D,5.480,24.060,0.251,73.8,145.2,0.014,0.140,0.040,-100,120,46.4,0,0,0,82,120.6,3998,65.6,19.48,2974,1.64,728.8,3.29,-3.8,8.32,0.048,120,46,142.4,7.74,5.62,3.24
D,5.373,23.827,0.293,67,140.2,0.102,0.200,0.060,-100,115.6,45.8,0,0,0,80,119.6,4008,66.2,17.9,3072,1.62,734,3.242,-4.2,8.54,0.17,120,46,142.8,7.74,5.7,3.26
B,5.427,0.000,0.239,68.4,139.6,0.124,0.000,0.040,-100,118.8,46,0,0,0,102,120.8,4010,65.4,17.46,2970,1.52,723.8,2.992,-4.2,8.68,0.032,120,46,142.2,7.18,5.36,3
B,5.320,24.013,0.236,65.6,138.8,0.066,0.260,0.040,-100,118.8,46.4,0,0,0,104,120,3998,66,16.86,3086,0.94,727,1.548,-4.2,8.7,0.032,120,46,142.2,6.56,5.38,1.48
B,5.307,23.987,0.337,66.4,139.8,0.212,0.320,0.020,-100,116.6,45.8,0,0,0,88,120,3996,65.6,23.54,2948,0.92,732.8,1.498,-4.4,8.76,0.024,120,46,142.2,6.56,5.38,1.46
B,5.313,24.013,0.263,66.8,140.8,0.078,0.200,0.040,-100,117.2,46.4,0,0,0,96,120.2,4002,65.8,20.1,3040,0.92,727.6,1.496,-4.4,8.82,0.022,120,46,142.2,6.56,5.44,1.46
B,5.307,23.920,0.245,65.2,138,0.076,0.240,0.060,-100,117.4,45.6,0,0,0,94,119.8,4002,64.8,19.48,2982,0.94,732.8,1.548,-4.6,8.82,0.024,120,46,142.4,6.56,5.36,1.46
B,5.313,24.133,0.207,71.4,146.8,0.082,0.440,0.040,-100,115.4,46,0,0,0,102,119.2,3996,65,23.96,2968,0.94,731.6,1.548,-4.4,8.84,0.022,120,46,142,6.58,5.36,1.44
B,5.333,24.047,0.199,66.2,139.4,0.034,0.080,0.020,-100,117.2,46.4,0,0,0,102,121,3998,65,21.82,2962,0.92,729.2,1.498,-4.4,8.86,0.024,120,46,141.8,6.58,5.36,1.48
B,5.293,23.973,0.182,71.8,147.6,0.036,0.060,0.020,-100,117.6,45.8,0,0,0,96,119.2,3996,65,16.86,2976,0.88,732.2,1.398,-4.4,8.84,0.024,120,46,142.2,6.58,5.36,1.48
B,5.320,23.993,0.247,61.2,133.6,0.034,0.060,0.040,-100,116.6,46,0,0,0,96,120.2,3994,65,17.22,3046,0.88,732.4,1.398,-4.2,8.88,0.022,120,46,141.6,6.58,5.36,1.48
B,5.340,24.027,0.255,66.6,139.6,0.162,0.180,0.040,-100,117.2,46.4,0,0,0,94,119.6,3994,65,18.68,3130,0.88,736.4,1.398,-4.2,8.9,0.024,120,46,141.8,6.58,5.38,1.48
B,5.327,24.087,0.189,70.8,144.6,0.106,0.560,0.060,-100,115.6,46.4,0,0,0,92,119.6,3998,65.8,24.86,3070,0.88,745.2,1.398,-4,8.94,0.024,120,46,142.2,6.56,5.4,1.48
B,5.300,24.033,0.213,66.2,140.2,0.058,0.240,0.000,-100,127.2,40,0,0,0,132,123,1010,75.8,16.24,32,0.72,0,1.01,-3.8,8.58,0.11,120,46,142.2,6.56,5.4,1.44
B,5.293,24.140,0.246,63.6,136.8,0.138,0.200,0.020,-100,114.2,51.6,0,0,0,114,116.2,2088,66.2,22.04,3518,0.66,425.4,0.848,-3.8,8.54,0.028,120,46,142,6.58,5.38,1.44
B,5.287,24.027,0.215,66.4,141.2,0.06,0.200,0.040,-100,119,45.6,0,0,0,94,119.2,3998,65.4,16.8,2974,0.84,744.2,1.298,-3.8,8.48,0.022,120,46,142.6,6.58,5.36,1.46
B,5.300,24.053,0.265,66.6,140.4,0.012,0.140,0.040,-100,115.8,46,0,0,0,94,120.2,4004,66.4,19.58,3098,0.9,730.4,1.448,-3.8,8.46,0.022,120,46,142,6.58,5.42,1.44
B,5.307,23.807,0.309,64.8,138.2,0.106,0.040,0.020,-100,117.8,45.6,0,0,0,92,120.4,3994,66.2,16.2,3014,0.9,731,1.448,-4,8.46,0.022,120,46,142,6.58,5.4,1.46
B,5.347,23.940,0.284,66.8,138.2,0.102,0.060,0.160,-100,117,46.4,0,0,0,98,120.2,3996,65.8,17.44,3078,0.86,727.4,1.348,-4,8.46,0.022,120,46,142,6.56,5.38,1.44
B,5.307,24.007,0.237,64.4,137.8,0.136,0.240,0.020,-100,116.6,46.4,0,0,0,88,118.8,4002,65.8,16.62,3080,0.9,737.6,1.448,-4.2,8.54,0.022,120,46,142.2,6.56,5.38,1.44
B,5.313,24.060,0.227,69,143.4,0.082,0.100,0.020,-100,115.2,45.6,0,0,0,94,120.2,3996,65.6,22.4,2962,0.92,728.4,1.498,-4.2,8.54,0.022,120,46,142,6.58,5.38,1.48
B,5.560,24.100,0.192,70,139,0.054,0.040,0.000,-100,116.2,46.4,0,0,0,94,119.6,3998,66,13.1,3058,0.9,715.8,1.448,-4.2,8.6,0.022,120,46,142.4,6.58,5.38,1.46
B,5.340,23.973,0.212,67.8,141,0.036,0.340,0.060,-100,112,46.2,0,0,0,90,120.2,3994,66,19.42,3016,0.94,732.4,1.548,-4.4,8.58,0.022,120,46,142,6.58,5.38,1.46
0,5.407,23.960,0.222,66,137.4,0.084,0.200,0.020,-100,116.6,45.8,0,0,0,132,118.4,3010,67.8,18.88,3200,0.82,473.2,1.248,-4.2,8.56,0.022,120,46,142.4,6.6,5.46,1.44
0,5.240,24.040,0.295,65,140.2,0.074,0.120,0.000,-100,116.8,46.6,0,0,0,82,120.2,3994,67.4,20.88,3044,0.9,727,1.448,-4.2,8.58,0.1,120,46,142.6,6.6,5.28,1.42
0,5.220,23.933,0.277,64,139.2,0.074,0.160,0.040,-100,116.4,46.2,0,0,0,80,121.2,3996,67.2,17.02,2984,0.9,727.4,1.448,-4,8.58,0.068,120,46,142,6.6,5.28,1.42
0,5.287,23.920,0.202,64.8,139,0.156,0.100,0.060,-100,117.4,46,0,0,0,80,114.4,3996,67,17.42,3008,0.9,770.2,1.448,-4,8.5,0.022,120,46,142.8,6.56,5.34,1.46
0,5.307,23.973,0.283,66.2,140,0.134,0.020,0.020,-100,117.8,46.6,0,0,0,82,120.6,3998,65.6,23.28,3088,0.9,727.6,1.448,-3.8,8.46,0.024,120,46,142.6,6.58,5.34,1.46
0,5.307,24.067,0.334,63.8,136.8,0.064,0.080,0.020,-100,117.6,46.4,0,0,0,78,120.6,3994,65.4,17.16,2984,0.92,731,1.498,-3.8,8.48,0.022,120,46,141.8,6.58,5.36,1.46
0,5.313,24.053,0.268,63.8,136.4,0.148,0.260,0.020,-100,117,46.4,0,0,0,74,119.2,4006,65.6,20.22,3100,0.92,730.2,1.498,-3.8,8.2,0.022,120,46,142.4,6.58,5.38,1.48
0,5.300,24.020,0.327,67.4,142,0.158,0.120,0.080,-100,115.6,46.4,0,0,0,118,119.4,3996,66,16.08,3060,0.86,743,1.348,-4.2,8.28,0.032,120,46,142.4,6.6,5.1,1.42
D,5.560,24.033,0.322,68.2,136.6,0.108,0.200,0.000,-100,116.4,46,0,0,0,78,121.2,3994,64.6,19.76,3124,1.72,716,3.44,-4.2,8.38,0.034,120,46,142.6,7.7,5.64,3.34
D,5.567,24.020,0.295,71.2,138,0.136,0.280,0.240,-100,113.6,46,0,0,0,84,120,3998,69.6,16.24,3072,1.66,729.4,3.346,-4.2,8.46,0.054,120,46,142.6,7.7,5.62,3.16
D,5.507,24.000,0.305,70.4,140.6,0.118,0.340,0.040,-100,118.8,45.8,0,0,0,78,120.4,3996,64.2,18.38,2950,1.68,730.2,3.39,-4.2,8.46,0.07,120,46,142.6,7.72,5.56,3.26
D,5.460,23.953,0.259,71.4,143.2,0.036,0.020,0.000,-100,114.2,46.2,0,0,0,80,119.6,3998,64.4,16.6,3080,1.64,730.2,3.29,-4.2,8.48,0.052,120,46,142.4,7.74,5.6,3.2
D,5.527,24.073,0.182,71.4,141.4,0.082,0.340,0.020,-100,116.2,45.6,0,0,0,78,119,3998,64.4,23.28,2968,1.68,733.8,3.39,-4.4,8.48,0.052,120,46,143,7.72,5.58,3.26
D,5.460,23.953,0.209,70.6,141.6,0.122,0.300,0.140,-100,119,45.6,0,0,0,76,120.4,3996,64.4,22.84,2964,1.7,754,3.438,-4.4,8.5,0.034,120,46,142.4,7.72,5.58,3.26
D,5.487,23.953,0.259,70,140.4,0.058,0.140,0.020,-100,118.2,46.4,0,0,0,84,120.8,3994,66,16.82,3016,1.68,728.6,3.39,-4.4,8.44,0.032,120,46,142.4,7.7,5.58,3.34
D,5.453,23.907,0.237,73.6,145.6,0.118,0.320,0.060,-100,116.8,51,0,0,0,106,117.8,2136,65.2,21.02,3360,1.64,463.4,3.292,-4.4,8.5,0.032,120,46,142.8,7.72,5.56,3.36
D,5.507,24.000,0.219,70,140.4,0.104,0.140,0.060,-100,112.2,45.8,0,0,0,78,119.8,3998,64.8,17.84,2960,1.72,730.6,3.488,-4.6,8.48,0.024,120,46,142.8,7.72,5.58,3.36
D,5.553,24.060,0.206,69.2,138.4,0.066,0.040,0.040,-100,118,45.6,0,0,0,82,120.4,3996,65,22.82,3010,1.68,731.2,3.39,-4.6,8.52,0.052,120,46,142.6,7.72,5.6,3.3
A,5.467,24.007,0.246,65.8,136,0.072,0.120,0.020,-100,117.8,46.4,0,0,0,94,119.2,4018,67.6,22.72,2966,1.6,742,3.192,-4.4,8.4,0.024,120,46,143,7.08,5.54,3.18
A,5.507,23.973,0.264,68.8,139.6,0.054,0.120,0.080,-100,121,46.4,0,0,0,106,117.6,4002,66.6,23.08,3178,1.56,739.4,3.092,-4.2,8.46,0.024,120,46,142.8,7.08,5.62,3.16
A,5.387,24.100,0.315,71.8,145.6,0.084,0.100,0.020,-100,116.8,46.2,0,0,0,104,120,3998,64.4,21.36,3118,1.54,732.8,3.042,-4.2,8.44,0.052,120,46,142.8,7.16,5.46,3.08
A,5.380,24.040,0.300,69.6,143.2,0.16,0.120,0.040,-100,116.2,46.4,0,0,0,94,120.2,3996,64.2,17.02,3090,1.52,737.2,2.992,-4,8.44,0.036,120,46,142.2,7.16,5.42,3.08
A,5.373,24.007,0.317,67,140,0.052,0.080,0.020,-100,113.6,45.8,0,0,0,100,120.2,3994,64.4,18.24,3050,1.54,729.8,3.042,-4,8.44,0.022,120,46,142.8,7.16,5.46,3.08
A,5.387,23.980,0.353,70.6,144.2,0.086,0.060,0.080,-100,116.6,46.2,0,0,0,94,120,3996,64.4,21.5,3064,1.52,723.6,2.992,-4,8.46,0.022,120,46,142.8,7.16,5.46,3.06
A,5.447,23.947,0.257,69.4,142,0.044,0.020,0.100,-100,123.4,45.6,0,0,0,92,119,3998,64.4,17.74,2980,1.5,730.2,2.942,-3.8,8.48,0.022,120,46,142.6,7.16,5.48,3.06
A,5.407,24.073,0.271,65,136.4,0.016,0.200,0.020,-100,111,46,0,0,0,96,120.8,4000,64.6,19.7,3078,1.5,730,2.942,-4,8.46,0.022,120,46,142.4,7.18,5.46,3.06
A,5.320,23.947,0.262,68.2,143.2,0.126,0.120,0.080,-100,119.4,46.4,0,0,0,94,119.8,3998,64.2,17.88,3136,1.52,728.8,2.992,-4,8.46,0.022,120,46,143.2,7.16,5.44,3.06
A,5.360,24.093,0.239,65.2,138,0.046,0.280,0.040,-100,124.8,46.2,0,0,0,94,120.4,3996,64.4,17.24,3232,1.54,723.6,3.042,-4,8.46,0.022,120,46,143,7.16,5.46,3.06
A,5.367,23.860,0.343,65.2,138.2,0,0.060,0.120,-100,128.4,40,0,0,0,134,120,1006,76.2,20.02,32,1.42,0,2.766,-4.2,8.58,0.124,120,46,143,7.12,5.48,3.18
A,5.347,23.947,0.237,64.8,137.4,0.054,0.040,0.020,-100,131,45.6,0,0,0,128,119.4,1006,65.6,17.6,46,1.54,0,3.042,-4.2,8.48,0.024,120,46,142.8,7.12,5.52,3.16
A,5.380,24.073,0.212,69.6,142.8,0.056,0.040,0.120,-100,127,46,0,0,0,94,120.8,3996,65.4,19.48,2728,1.6,732,3.192,-4.2,8.46,0.024,120,46,143.2,7.12,5.48,3.18
A,5.393,24.107,0.203,72.4,145,0.02,0.480,0.120,-100,123.8,45.4,0,0,0,96,118.6,4002,65,18.8,3158,1.54,755.4,3.042,-4.2,8.54,0.024,120,46,143.4,7.18,5.5,3
A,5.393,24.013,0.262,70.4,143.8,0.038,0.120,0.040,-100,120.2,45.6,0,0,0,92,119.8,3996,65,16.22,2784,1.54,733.2,3.042,-4.4,8.54,0.022,120,46,143.6,7.18,5.46,3
B,5.340,23.913,0.273,65.6,139,0.09,0.360,0.040,-100,129.8,44.2,0,0,0,102,121,4004,66.6,20.36,2612,0.92,726,1.496,-4.4,8.58,0.024,120,46,143.2,6.52,5.44,1.46
B,5.293,23.853,0.227,63.4,137.8,0.202,0.320,0.140,-100,132.8,40,0,0,0,122,110.2,1006,66.2,18.9,1548,0.86,0,1.348,-4.4,8.58,0.024,120,46,143.8,6.54,5.4,1.46
B,5.333,24.020,0.259,69.6,143.8,0.064,0.080,0.100,-100,126.4,47.2,0,0,0,102,120.2,3994,66,16.18,2840,0.94,728.4,1.548,-4.4,8.56,0.024,120,46,143,6.54,5.42,1.46
B,5.253,23.867,0.259,66.4,139.6,0.072,0.340,0.000,-100,125.2,46.2,0,0,0,98,118.6,3996,66,22.04,3256,0.94,732.8,1.548,-4.4,8.58,0.024,120,46,143.2,6.54,5.4,1.46
